FrondFrameNum, FrondFrameLuminance, BackFrameNum, BackFrameLuminance, Time [ms], Vection Response (0:no, 1: yes )
1, 1.00000,2, 0.00000,0.00000, 0
1, 0.83333,2, 0.16667,8.33333, 0
1, 0.66667,2, 0.33333,16.66667, 0
1, 0.50000,2, 0.50000,25.00000, 0
1, 0.33333,2, 0.66667,33.33334, 0
1, 0.16667,2, 0.83333,41.66667, 0
2, 1.00000,3, 0.00000,50.00000, 0
2, 0.83333,3, 0.16667,58.33334, 0
2, 0.66667,3, 0.33333,66.66667, 0
2, 0.50000,3, 0.50000,75.00000, 0
2, 0.33333,3, 0.66667,83.33334, 0
2, 0.16667,3, 0.83333,91.66667, 0
3, 1.00000,4, 0.00000,100.00000, 0
3, 0.83333,4, 0.16667,108.33330, 0
3, 0.66667,4, 0.33333,116.66670, 0
3, 0.50000,4, 0.50000,125.00000, 0
3, 0.33333,4, 0.66667,133.33330, 0
3, 0.16667,4, 0.83333,141.66670, 0
4, 1.00000,5, 0.00000,150.00000, 0
4, 0.83333,5, 0.16667,158.33330, 0
4, 0.66667,5, 0.33333,166.66670, 0
4, 0.50000,5, 0.50000,175.00000, 0
4, 0.33333,5, 0.66667,183.33330, 0
4, 0.16667,5, 0.83333,191.66670, 0
5, 1.00000,6, 0.00000,200.00000, 0
5, 0.83333,6, 0.16667,208.33330, 0
5, 0.66667,6, 0.33333,216.66670, 0
5, 0.50000,6, 0.50000,225.00000, 0
5, 0.33333,6, 0.66667,233.33330, 0
5, 0.16666,6, 0.83334,241.66670, 0
6, 1.00000,7, 0.00000,250.00000, 0
6, 0.83333,7, 0.16667,258.33330, 0
6, 0.66667,7, 0.33333,266.66670, 0
6, 0.50000,7, 0.50000,275.00000, 0
6, 0.33333,7, 0.66667,283.33340, 0
6, 0.16667,7, 0.83333,291.66670, 0
7, 1.00000,8, 0.00000,300.00000, 0
7, 0.83333,8, 0.16667,308.33330, 0
7, 0.66667,8, 0.33333,316.66670, 0
7, 0.50000,8, 0.50000,325.00000, 0
7, 0.33333,8, 0.66667,333.33330, 0
7, 0.16667,8, 0.83333,341.66670, 0
8, 1.00000,9, 0.00000,350.00000, 0
8, 0.83333,9, 0.16667,358.33330, 0
8, 0.66667,9, 0.33333,366.66670, 0
8, 0.50000,9, 0.50000,375.00000, 0
8, 0.33333,9, 0.66667,383.33330, 0
8, 0.16667,9, 0.83333,391.66670, 0
9, 1.00000,10, 0.00000,400.00000, 0
9, 0.83334,10, 0.16666,408.33340, 0
9, 0.66667,10, 0.33333,416.66670, 0
9, 0.50000,10, 0.50000,425.00000, 0
9, 0.33334,10, 0.66666,433.33340, 0
9, 0.16667,10, 0.83333,441.66670, 0
10, 1.00000,11, 0.00000,450.00000, 0
10, 0.83334,11, 0.16666,458.33330, 0
10, 0.66667,11, 0.33333,466.66670, 0
10, 0.50000,11, 0.50000,475.00000, 0
10, 0.33334,11, 0.66666,483.33330, 0
10, 0.16667,11, 0.83333,491.66670, 0
11, 1.00000,12, 0.00000,500.00000, 0
11, 0.83334,12, 0.16666,508.33340, 0
11, 0.66667,12, 0.33333,516.66670, 0
11, 0.50000,12, 0.50000,525.00010, 0
11, 0.33334,12, 0.66666,533.33340, 0
11, 0.16667,12, 0.83333,541.66670, 0
12, 1.00000,13, 0.00000,550.00000, 0
12, 0.83334,13, 0.16666,558.33330, 0
12, 0.66667,13, 0.33333,566.66670, 0
12, 0.50001,13, 0.49999,575.00010, 0
12, 0.33334,13, 0.66666,583.33340, 0
12, 0.16667,13, 0.83333,591.66670, 0
13, 0.99999,14, 0.00001,600.00000, 0
13, 0.83334,14, 0.16666,608.33340, 0
13, 0.66667,14, 0.33333,616.66670, 0
13, 0.50001,14, 0.49999,625.00010, 0
13, 0.33334,14, 0.66666,633.33340, 0
13, 0.16667,14, 0.83333,641.66670, 0
14, 0.99999,15, 0.00001,650.00010, 0
14, 0.83334,15, 0.16666,658.33340, 0
14, 0.66667,15, 0.33333,666.66670, 0
14, 0.50001,15, 0.49999,675.00000, 0
14, 0.33334,15, 0.66666,683.33340, 0
14, 0.16667,15, 0.83333,691.66670, 0
15, 0.99999,16, 0.00001,700.00010, 0
15, 0.83334,16, 0.16666,708.33340, 0
15, 0.66668,16, 0.33332,716.66670, 0
15, 0.50001,16, 0.49999,725.00000, 0
15, 0.33334,16, 0.66666,733.33340, 0
15, 0.16668,16, 0.83332,741.66670, 0
16, 0.99999,17, 0.00001,750.00010, 0
